Rank,Name,Nationality,Position,Team,League,Age,Birth Year,Matches Played,Matches Started,Playing Time Min,90 Minutes Played,Goals,Assists,Goals + Assists,Goals - Penalty Kick,Penalty Kick,Penalty Kick Attempts,Yellow Cards,Red Cards,Expected Goals,Non-Penalty Expected Goals,Expected xAG,Non-Penalty Expected Goals + Expected Assisted Goals,Progressive Carries,Progressive Passes,Progressive Receptions,Goals Per 90,Assists Per 90,Goals + Assists Per 90,Goals - Penalty Kick Per 90,Per 90 Minutes G+A-PK,Expected Goals Per 90,Expected Assisted Goals Per 90,Per 90 Minutes xG+xAG,Non-Penalty Expected Goals Per 90,Non-Penalty Expected Goals + Expected Assisted Goals Per 90
1730,Yunus Musah,us USA,"MF,FW",Milan,it Serie A,22-080,2002,19,11,1085,12.1,0,2,2,0,0,0,3,0,1.0,1.0,1.4,2.3,37,67,53,0.00,0.17,0.17,0.00,0.17,0.08,0.11,0.19,0.08,0.19
1731,Jamal Musiala,de GER,MF,Bayern Munich,de Bundesliga,21-357,2003,19,16,1380,15.3,10,2,12,10,0,0,2,0,6.8,6.8,3.6,10.4,60,86,114,0.65,0.13,0.78,0.65,0.78,0.44,0.24,0.68,0.44,0.68
1732,Florent Muslija,xk KVX,"FW,MF",Freiburg,de Bundesliga,26-226,1998,9,0,168,1.9,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,5,7,14,0.00,0.00,0.00,0.00,0.00,0.14,0.16,0.30,0.14,0.30
1733,Almoatasem Al Musrati,ly LBY,MF,Monaco,fr Ligue 1,28-317,1996,2,0,59,0.7,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,0,11,1,0.00,1.53,1.53,0.00,1.53,0.07,0.39,0.46,0.07,0.46
1734,Juan Musso,ar ARG,GK,Atalanta,it Serie A,30-287,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1735,Juan Musso,ar ARG,GK,Atlético Madrid,es La Liga,30-287,1994,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1736,Kingstone Mutandwa,zm ZAM,"MF,FW",Cagliari,it Serie A,22-043,2003,3,0,50,0.6,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,0,1,0.00,0.00,0.00,0.00,0.00,0.55,0.00,0.55,0.55,0.55
1737,Junior Mwanga,fr FRA,MF,Le Havre,fr Ligue 1,21-282,2003,2,2,174,1.9,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,3,7,1,0.00,0.00,0.00,0.00,0.00,0.16,0.04,0.20,0.16,0.20
1738,Junior Mwanga,fr FRA,MF,Strasbourg,fr Ligue 1,21-282,2003,8,2,296,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,10,2,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
1739,Phillipp Mwene,at AUT,DF,Mainz 05,de Bundesliga,31-019,1994,22,22,1895,21.1,0,4,4,0,0,0,4,0,1.1,1.1,1.6,2.7,48,69,104,0.00,0.19,0.19,0.00,0.19,0.05,0.08,0.13,0.05,0.13
1740,Vitaliy Mykolenko,ua UKR,DF,Everton,eng Premier League,25-264,1999,23,23,2002,22.2,0,0,0,0,0,0,2,0,0.4,0.4,1.2,1.6,22,80,53,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.07,0.02,0.07
1741,Joakim Mæhle,dk DEN,DF,Wolfsburg,de Bundesliga,27-273,1997,16,14,1196,13.3,3,3,6,3,0,0,5,0,1.6,1.6,1.4,3.1,28,44,71,0.23,0.23,0.45,0.23,0.45,0.12,0.11,0.23,0.12,0.23
1742,Obite N'Dicka,ci CIV,DF,Roma,it Serie A,25-181,1999,25,25,2250,25.0,0,1,1,0,0,0,2,0,0.7,0.7,0.7,1.4,18,68,5,0.00,0.04,0.04,0.00,0.04,0.03,0.03,0.06,0.03,0.06
1743,Konan N'dri,ci CIV,"FW,MF",Lecce,it Serie A,24-113,2000,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.43,0.00,0.43
1744,Loïc N'Gatta,fr FRA,DF,Auxerre,fr Ligue 1,21-068,2003,2,0,13,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1745,Nathan N'Goumou,fr FRA,FW,Gladbach,de Bundesliga,24-340,2000,13,5,532,5.9,1,1,2,1,0,0,0,0,1.4,1.4,1.2,2.6,21,6,57,0.17,0.17,0.34,0.17,0.34,0.24,0.21,0.45,0.24,0.45
1746,Djylian N'Guessan,fr FRA,FW,Saint-Étienne,fr Ligue 1,16-171,2008,5,1,83,0.9,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,1,2,8,0.00,0.00,0.00,0.00,0.00,0.44,0.06,0.49,0.44,0.49
1747,Stanley N'Soki,fr FRA,DF,Hoffenheim,de Bundesliga,25-314,1999,14,11,831,9.2,0,0,0,0,0,0,0,1,0.0,0.0,0.1,0.1,9,32,3,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
1748,Mickael Nade,fr FRA,DF,Saint-Étienne,fr Ligue 1,25-350,1999,14,13,1226,13.6,1,1,2,1,0,0,1,0,0.7,0.7,0.4,1.1,10,44,1,0.07,0.07,0.15,0.07,0.15,0.05,0.03,0.08,0.05,0.08
1749,Bilal Nadir,fr FRA,"MF,FW",Marseille,fr Ligue 1,21-081,2003,10,3,236,2.6,1,0,1,1,0,0,1,0,0.4,0.4,0.4,0.8,13,13,16,0.38,0.00,0.38,0.38,0.38,0.14,0.15,0.29,0.14,0.29
1750,Mahamadou Nagida,cm CMR,DF,Rennes,fr Ligue 1,19-234,2005,12,4,430,4.8,2,0,2,2,0,0,1,0,1.5,1.5,0.3,1.8,22,15,54,0.42,0.00,0.42,0.42,0.42,0.31,0.07,0.38,0.31,0.38
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
1751,Keito Nakamura,jp JPN,FW,Reims,fr Ligue 1,24-204,2000,21,20,1672,18.6,8,1,9,8,0,0,2,0,5.8,5.8,1.3,7.2,59,57,121,0.43,0.05,0.48,0.43,0.48,0.31,0.07,0.39,0.31,0.39
1752,Sebastian Nanasi,se SWE,"FW,MF",Strasbourg,fr Ligue 1,22-277,2002,20,19,1506,16.7,5,3,8,5,0,0,0,0,4.9,4.9,2.8,7.6,41,86,91,0.30,0.18,0.48,0.30,0.48,0.29,0.16,0.46,0.29,0.46
1753,Yael Nandjou,fr FRA,DF,Nice,fr Ligue 1,19-226,2005,3,2,154,1.7,0,0,0,0,0,0,0,0,0.2,0.2,0.7,1.0,2,3,9,0.00,0.00,0.00,0.00,0.00,0.13,0.44,0.57,0.13,0.57
1754,Matija Nastasić,rs SRB,DF,Leganés,es La Liga,31-326,1993,19,17,1569,17.4,1,0,1,1,0,0,2,0,0.1,0.1,0.0,0.1,0,40,0,0.06,0.00,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00
1755,Natan,br BRA,DF,Betis,es La Liga,24-011,2001,18,13,1227,13.6,0,0,0,0,0,0,2,1,0.2,0.2,0.6,0.7,10,36,6,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05
1756,Pau Navarro,es ESP,DF,Villarreal,es La Liga,19-298,2005,10,3,518,5.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,27,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1757,Roberto Navarro,es ESP,"MF,FW",Mallorca,es La Liga,22-311,2002,21,14,1183,13.1,1,0,1,1,0,0,3,0,1.2,1.2,1.9,3.1,43,47,78,0.08,0.00,0.08,0.08,0.08,0.09,0.15,0.24,0.09,0.24
1758,Jesús Navas,es ESP,"FW,MF",Sevilla,es La Liga,39-088,1985,15,3,424,4.7,1,0,1,1,0,0,0,0,0.5,0.5,0.5,1.0,13,23,48,0.21,0.00,0.21,0.21,0.21,0.11,0.11,0.22,0.11,0.22
1759,Michel Ndary Adopo,fr FRA,MF,Cagliari,it Serie A,24-213,2000,22,15,1425,15.8,0,1,1,0,0,0,4,1,0.9,0.9,1.2,2.1,13,65,37,0.00,0.06,0.06,0.00,0.06,0.06,0.08,0.13,0.06,0.13
1760,Youssouf Ndayishimiye,bi BDI,DF,Nice,fr Ligue 1,26-113,1998,14,13,1122,12.5,1,0,1,1,0,0,3,0,0.4,0.4,0.1,0.5,9,38,6,0.08,0.00,0.08,0.08,0.08,0.04,0.01,0.04,0.04,0.04
1761,Iliman Ndiaye,sn SEN,FW,Everton,eng Premier League,24-348,2000,24,22,1877,20.9,6,0,6,5,1,1,3,0,3.6,2.8,1.5,4.3,71,38,95,0.29,0.00,0.29,0.24,0.24,0.17,0.07,0.25,0.13,0.21
1762,Junior Ndiaye,fr FRA,FW,Montpellier,fr Ligue 1,19-325,2005,7,0,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1763,Rassoul Ndiaye,sn SEN,MF,Le Havre,fr Ligue 1,23-068,2001,18,11,969,10.8,1,0,1,1,0,0,2,0,1.6,1.6,0.5,2.1,5,42,26,0.09,0.00,0.09,0.09,0.09,0.15,0.05,0.19,0.15,0.19
1764,Wilfred Ndidi,ng NGA,MF,Leicester City,eng Premier League,28-063,1996,16,16,1299,14.4,0,4,4,0,0,0,4,0,1.5,1.5,1.4,2.9,9,37,49,0.00,0.28,0.28,0.00,0.28,0.11,0.09,0.20,0.11,0.20
1765,Tanguy Ndombele,fr FRA,MF,Nice,fr Ligue 1,28-051,1996,17,12,1127,12.5,1,2,3,1,0,0,2,0,2.4,2.4,2.4,4.8,21,60,36,0.08,0.16,0.24,0.08,0.24,0.19,0.19,0.38,0.19,0.38
1766,Cher Ndour,it ITA,MF,Fiorentina,it Serie A,20-205,2004,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1767,Dan Ndoye,ch SUI,FW,Bologna,it Serie A,24-115,2000,20,17,1339,14.9,5,2,7,3,2,2,2,0,5.0,3.4,1.4,4.8,87,47,146,0.34,0.13,0.47,0.20,0.34,0.34,0.09,0.43,0.23,0.32
1768,Paul Nebel,de GER,MF,Mainz 05,de Bundesliga,22-130,2002,20,15,1363,15.1,5,2,7,5,0,0,2,0,2.9,2.9,1.9,4.8,44,49,123,0.33,0.13,0.46,0.33,0.46,0.19,0.13,0.32,0.19,0.32
1769,Kosta Nedeljković,rs SRB,DF,Aston Villa,eng Premier League,19-063,2005,5,0,126,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1770,Kosta Nedeljković,rs SRB,DF,RB Leipzig,de Bundesliga,19-063,2005,1,0,9,0.1,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,0,1,4,0.00,0.00,0.00,0.00,0.00,4.54,0.00,4.54,4.54,4.54
1771,Loïc Nego,hu HUN,"DF,FW",Le Havre,fr Ligue 1,34-033,1991,19,16,1381,15.3,0,0,0,0,0,0,2,0,0.6,0.6,0.4,1.0,39,53,90,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.06,0.04,0.06
1772,Ivan Nekić,hr CRO,DF,Holstein Kiel,de Bundesliga,24-055,2000,1,1,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1773,Reiss Nelson,eng ENG,FW,Arsenal,eng Premier League,25-069,1999,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1774,Reiss Nelson,eng ENG,FW,Fulham,eng Premier League,25-069,1999,11,5,487,5.4,1,1,2,1,0,0,1,0,1.1,1.1,1.0,2.1,45,35,63,0.18,0.18,0.37,0.18,0.37,0.20,0.18,0.39,0.20,0.39
1775,Victor Nelsson,dk DEN,DF,Roma,it Serie A,26-126,1998,2,0,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
1776,David Nemeth,at AUT,DF,St. Pauli,de Bundesliga,23-336,2001,12,12,1057,11.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,8,44,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
1777,David Neres,br BRA,FW,Napoli,it Serie A,27-351,1997,22,10,981,10.9,2,4,6,2,0,0,1,0,1.9,1.9,2.5,4.4,62,26,106,0.18,0.37,0.55,0.18,0.55,0.17,0.23,0.41,0.17,0.41
1778,Neto,br BRA,GK,Bournemouth,eng Premier League,35-213,1989,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1779,Pedro Neto,pt POR,FW,Chelsea,eng Premier League,24-345,2000,22,12,1194,13.3,2,2,4,2,0,0,6,0,1.3,1.3,2.7,4.0,79,26,117,0.15,0.15,0.30,0.15,0.30,0.10,0.20,0.30,0.10,0.30
1780,Luca Netz,de GER,DF,Gladbach,de Bundesliga,21-278,2003,14,7,712,7.9,0,1,1,0,0,0,1,0,0.2,0.2,1.4,1.6,12,23,46,0.00,0.13,0.13,0.00,0.13,0.03,0.17,0.20,0.03,0.20
1781,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,38-327,1986,18,18,1620,18.0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
1782,Florian Neuhaus,de GER,"MF,FW",Gladbach,de Bundesliga,27-338,1997,9,1,193,2.1,0,1,1,0,0,0,1,0,0.4,0.4,0.3,0.7,6,15,5,0.00,0.47,0.47,0.00,0.47,0.17,0.16,0.33,0.17,0.33
1783,João Neves,pt POR,"MF,DF",Paris S-G,fr Ligue 1,20-143,2004,18,14,1209,13.4,2,7,9,2,0,0,0,0,1.9,1.9,3.3,5.2,26,105,49,0.15,0.52,0.67,0.15,0.67,0.14,0.25,0.39,0.14,0.39
1784,Yvan Neyou,cm CMR,MF,Leganés,es La Liga,28-045,1997,19,18,1560,17.3,1,1,2,1,0,0,10,0,0.6,0.6,0.4,1.0,17,63,18,0.06,0.06,0.12,0.06,0.12,0.03,0.02,0.06,0.03,0.06
1785,Cyril Ngonge,be BEL,FW,Napoli,it Serie A,24-267,2000,9,1,151,1.7,0,0,0,0,0,0,1,0,0.6,0.6,0.4,0.9,3,7,25,0.00,0.00,0.00,0.00,0.00,0.34,0.22,0.56,0.34,0.56
1786,Mikayil Ngor Faye,sn SEN,DF,Rennes,fr Ligue 1,20-218,2004,10,6,598,6.6,0,0,0,0,0,0,1,1,0.3,0.3,0.0,0.3,11,30,4,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
1787,Steve Ngoura,fr FRA,FW,Le Havre,fr Ligue 1,19-361,2005,8,2,289,3.2,0,0,0,0,0,0,0,0,1.3,1.3,0.4,1.7,3,8,19,0.00,0.00,0.00,0.00,0.00,0.40,0.14,0.54,0.40,0.54
1788,Bernard Nguene,cm CMR,FW,Nice,fr Ligue 1,18-197,2006,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1789,Moussa Niakhate,sn SEN,DF,Lyon,fr Ligue 1,28-346,1996,19,18,1646,18.3,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.4,17,64,2,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
1790,Abdoulaye Niakhate Ndiaye,sn SEN,DF,Brest,fr Ligue 1,22-313,2002,12,11,974,10.8,1,0,1,1,0,0,3,0,0.6,0.6,0.0,0.7,2,27,1,0.09,0.00,0.09,0.09,0.09,0.06,0.00,0.06,0.06,0.06
1791,Ibrahima Niane,sn SEN,FW,Angers,fr Ligue 1,25-343,1999,17,7,748,8.3,3,1,4,2,1,1,0,0,5.5,4.7,1.0,5.7,17,6,41,0.36,0.12,0.48,0.24,0.36,0.66,0.12,0.77,0.56,0.68
1792,Tanguy Nianzou,fr FRA,DF,Sevilla,es La Liga,22-255,2002,6,6,518,5.8,0,0,0,0,0,0,3,1,0.2,0.2,0.0,0.2,4,10,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
1793,Cheikh Niasse,sn SEN,MF,Hellas Verona,it Serie A,25-029,2000,3,2,219,2.4,0,0,0,0,0,0,3,0,0.4,0.4,0.0,0.4,3,7,0,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15
1794,Rasmus Nicolaisen,dk DEN,DF,Toulouse,fr Ligue 1,27-338,1997,7,7,623,6.9,0,1,1,0,0,0,0,0,0.4,0.4,0.2,0.7,3,27,2,0.00,0.14,0.14,0.00,0.14,0.06,0.03,0.10,0.06,0.10
1795,Moritz Nicolas,de GER,GK,Gladbach,de Bundesliga,27-119,1997,19,19,1639,18.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1796,Hans Nicolussi Caviglia,it ITA,MF,Venezia,it Serie A,24-244,2000,22,20,1699,18.9,4,2,6,4,0,0,5,1,1.2,1.2,1.1,2.3,16,86,18,0.21,0.11,0.32,0.21,0.32,0.07,0.06,0.12,0.07,0.12
1797,Julian Niehues,de GER,MF,Heidenheim,de Bundesliga,23-306,2001,2,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.24,0.00,0.24
1798,Saúl Ñíguez,es ESP,MF,Sevilla,es La Liga,30-088,1994,12,10,885,9.8,1,5,6,1,0,0,5,1,2.0,2.0,2.1,4.1,8,39,27,0.10,0.51,0.61,0.10,0.61,0.20,0.22,0.42,0.20,0.42
1799,Eybi Nije,se SWE,"FW,MF",Torino,it Serie A,19-279,2005,16,0,394,4.4,1,0,1,1,0,0,1,0,1.5,1.5,0.4,1.9,10,7,26,0.23,0.00,0.23,0.23,0.23,0.34,0.10,0.44,0.34,0.44
1800,Tamás Nikitscher,hu HUN,MF,Valladolid,es La Liga,25-106,1999,3,2,200,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
1801,Adrian Niño,es ESP,FW,Atlético Madrid,es La Liga,20-243,2004,1,0,12,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,1,0.00,0.00,0.00,0.00,0.00,1.44,0.00,1.44,1.44,1.44
1802,Justin Njinmah,de GER,"FW,MF",Werder Bremen,de Bundesliga,24-094,2000,16,8,687,7.6,2,1,3,2,0,0,1,0,1.6,1.6,0.9,2.5,22,16,75,0.26,0.13,0.39,0.26,0.39,0.21,0.12,0.33,0.21,0.33
1803,Eddie Nketiah,eng ENG,"MF,FW",Crystal Palace,eng Premier League,25-263,1999,18,6,632,7.0,0,1,1,0,0,0,3,0,1.7,1.7,1.3,3.0,30,13,53,0.00,0.14,0.14,0.00,0.14,0.25,0.18,0.43,0.25,0.43
1804,Niels Nkounkou,fr FRA,"DF,MF",Eint Frankfurt,de Bundesliga,24-108,2000,10,4,363,4.0,0,0,0,0,0,0,1,0,0.2,0.2,1.3,1.5,17,15,20,0.00,0.00,0.00,0.00,0.00,0.04,0.33,0.37,0.04,0.37
1805,Christopher Nkunku,fr FRA,FW,Chelsea,eng Premier League,27-095,1997,21,4,552,6.1,2,1,3,2,0,0,1,0,4.0,4.0,1.7,5.6,9,18,45,0.33,0.16,0.49,0.33,0.49,0.64,0.27,0.92,0.64,0.92
1806,Felix Nmecha,de GER,MF,Dortmund,de Bundesliga,24-130,2000,19,14,1131,12.6,2,1,3,2,0,0,2,0,0.3,0.3,0.8,1.1,10,62,13,0.16,0.08,0.24,0.16,0.24,0.02,0.06,0.08,0.02,0.08
1807,Lukas Nmecha,de GER,FW,Wolfsburg,de Bundesliga,26-065,1998,10,1,221,2.5,2,0,2,2,0,0,0,0,2.7,2.7,0.0,2.8,2,3,17,0.81,0.00,0.81,0.81,0.81,1.10,0.02,1.12,1.10,1.12
1808,Arnaud Nordin,fr FRA,FW,Montpellier,fr Ligue 1,26-245,1998,16,14,1166,13.0,4,1,5,3,1,2,2,0,4.1,2.5,0.9,3.4,51,23,111,0.31,0.08,0.39,0.23,0.31,0.32,0.07,0.39,0.19,0.26
1809,Arnaud Nordin,fr FRA,DF,Mainz 05,de Bundesliga,26-245,1998,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0,0,3,0.00,0.00,0.00,0.00,0.00,0.10,1.22,1.32,0.10,1.32
1810,Brooke Norton-Cuffy,eng ENG,"DF,MF",Genoa,it Serie A,21-036,2004,6,1,151,1.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,5,5,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.08,0.07,0.08
1811,Tijjani Noslin,nl NED,"FW,MF",Lazio,it Serie A,25-225,1999,20,7,634,7.0,2,2,4,2,0,0,2,0,1.2,1.2,1.1,2.3,10,13,39,0.28,0.28,0.57,0.28,0.57,0.17,0.15,0.32,0.17,0.32
1812,Hugo Novoa,es ESP,"DF,MF",Alavés,es La Liga,22-047,2003,5,2,237,2.6,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,7,2,10,0.00,0.00,0.00,0.00,0.00,0.18,0.07,0.26,0.18,0.26
1813,Plamedi Nsingi,,MF,Nantes,fr Ligue 1,24-062,2000,1,0,16,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,1.21,0.00,1.21,1.21,1.21
1814,Randy Nteka,ao ANG,FW,Rayo Vallecano,es La Liga,27-073,1997,17,9,717,8.0,3,0,3,3,0,0,5,0,2.0,2.0,0.5,2.5,7,6,28,0.38,0.00,0.38,0.38,0.38,0.25,0.06,0.31,0.25,0.31
1815,Ernest Nuamah,gh GHA,"FW,MF",Lyon,fr Ligue 1,21-108,2003,17,9,810,9.0,2,1,3,2,0,0,1,0,2.0,2.0,1.0,3.0,34,24,96,0.22,0.11,0.33,0.22,0.33,0.22,0.11,0.33,0.22,0.33
1816,Alexander Nübel,de GER,GK,Stuttgart,de Bundesliga,28-140,1996,22,22,1980,22.0,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.05,0.05,0.00,0.05,0.00,0.00,0.00,0.00,0.00
1817,Matheus Nunes,pt POR,"DF,MF",Manchester City,eng Premier League,26-174,1998,17,10,894,9.9,0,4,4,0,0,0,2,0,0.5,0.5,2.9,3.4,39,34,121,0.00,0.40,0.40,0.00,0.40,0.05,0.29,0.34,0.05,0.34
1818,Darwin Núñez,uy URU,FW,Liverpool,eng Premier League,25-238,1999,20,7,874,9.7,4,2,6,4,0,0,6,0,3.4,3.4,1.0,4.4,19,19,60,0.41,0.21,0.62,0.41,0.62,0.35,0.10,0.45,0.35,0.45
1819,Unai Núñez,es ESP,DF,Athletic Club,es La Liga,28-018,1997,3,3,270,3.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,10,0,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08
1820,Antonio Nusa,no NOR,"MF,DF",RB Leipzig,de Bundesliga,19-306,2005,21,15,1440,16.0,3,3,6,3,0,0,0,0,1.6,1.6,2.6,4.2,51,46,111,0.19,0.19,0.37,0.19,0.37,0.10,0.16,0.26,0.10,0.26
1821,Ethan Nwaneri,eng ENG,"FW,MF",Arsenal,eng Premier League,17-333,2007,15,4,381,4.2,3,1,4,3,0,0,1,0,0.7,0.7,0.7,1.4,20,17,44,0.71,0.24,0.94,0.71,0.94,0.17,0.16,0.33,0.17,0.33
1822,Ørjan Nyland,no NOR,GK,Sevilla,es La Liga,34-160,1990,17,17,1503,16.7,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
1823,Allan Nyom,cm CMR,"DF,MF",Getafe,es La Liga,36-283,1988,10,7,578,6.4,1,1,2,1,0,0,4,0,0.5,0.5,0.3,0.7,4,17,17,0.16,0.16,0.31,0.16,0.31,0.07,0.04,0.11,0.07,0.11
1824,Rabby Nzingoula,cg CGO,MF,Montpellier,fr Ligue 1,19-084,2005,17,13,1061,11.8,1,0,1,1,0,0,8,0,0.8,0.8,1.5,2.3,15,27,27,0.08,0.00,0.08,0.08,0.08,0.07,0.12,0.19,0.07,0.19
1825,M'Bala Nzola,ao ANG,FW,Lens,fr Ligue 1,28-183,1996,17,15,1295,14.4,6,1,7,6,0,0,3,0,8.3,8.3,1.3,9.6,22,22,110,0.42,0.07,0.49,0.42,0.49,0.58,0.09,0.67,0.58,0.67
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
1826,Marwann Nzuzi,fr FRA,DF,Saint-Étienne,fr Ligue 1,20-277,2004,2,2,125,1.4,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,2,2,5,0.00,0.00,0.00,0.00,0.00,0.02,0.05,0.08,0.02,0.08
1827,Christian Nørgaard,dk DEN,MF,Brentford,eng Premier League,30-344,1994,22,22,1785,19.8,2,2,4,2,0,0,4,1,2.5,2.5,0.6,3.1,10,90,31,0.10,0.10,0.20,0.10,0.20,0.13,0.03,0.16,0.13,0.16
1828,Jake O'Brien,ie IRL,DF,Everton,eng Premier League,23-278,2001,8,5,491,5.5,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,2,11,9,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
